程序导标记，不用翻译,,
STRID,LAN,Remark
673,Fire Rock Cave,
674,Laurel Mountain,
675,花,
676,山,
677,Crow Forest,
678,Forest Altar,
679,Den,
680,Wild Mule Slope,
681,Forest Plain,
682,Bramble Hill,
683,Tiger Mountain,
684,爪,
685,山,
686,Live Diagram Zone,
687,Ice Prick Forest,
688,Ice Prick Hill,
689,Hotspring Valley,
690,Death Diagram Zone,
691,Throat Rift Stage,
692,Arm Broken Bluff,
693,Whorl Mountain,
694,螺,
695,山,
696,To Flowers Mountain,
697,Cavalry Bandit's Lair,
698,Bitter Elf Ruins,
699,Sand Village,
700,To Darkness Valley,
701,Sand Village,
702,成,
703,村,
704,Bamboo Forest,
705,Serene Village,
706,Cacodaemon Stockade,
707,Centipede Mountain,
708,The Wounded Camp,
709,Cloud Mountain,
710,灵,
711,山,
712,White Mountain Shrubberies,
713,Ghost Shadow Swamp,
714,Ghost Wind Valley,
715,Snow Village,
716,Far Temple,
717,Snow Mountain,
718,山,
721,Queue to Login,
722,Cancel,
723,"Server is busy, you are at position ",
724,Ok,
725,Cancel,
726,"Mouse (X,Y)",
727,"Player (X,Y)",
728,Server Group,
729,Server Group,
730,Store Name,
731,Open Store,
732,Cancel,
733,Store,
734,Username,
735,Password,
736,Confirm the Password,
737,Register,
738,Cancel,
739,User Register,
740,Select Rewards,
741,World Map,
742,Landmass,
743,Region,
744,World Map,
745,To Cloud Mountain,
746,To Mercy Temple,
747,To Tiger Mountain,
748,To Laurel Mountain,
749,To Cloud Mountain,
750,To Snow Mountain,
751,To Stone City,
752,To Sand Village,
753,To Whorl Mountain,
754,To Sky Village,
755,"As a guild founder, your level should not less than level 30, also you need pay 50 gold as guild fund.  Note: one character only can create one guild",
756,Guild Symbol,
757,Master Guild,
758,Leader,
759,War Time,
760,Attacker,
761,Defender,
762,Enroll,
763,Cancel,
764,Happy,Tamer Pet Info
765,Apply Flag,
766,Blue Mountain,
767,城,
768,山,
769,Piedmont,
770,Master's Cave,
771,Square,
772,To Sky Village,
773,Golden Peak Mountain,
774,嵋,
775,山,
776,Golden Peak,
777,Back Mountain,
778,Stalagmite Ravine,
779,Square,
780,Elephant Washing Pool,
781,Green Scarp,
782,碧,
783,崖,
784,Back Mountain,
785,Square,
786,Secret Cave,
787,Piedmont,
788,Darkness Valley,
789,谷,
790,Avenue,
791,Square,
792,Animals Zone,
793,Living Zone,
794,Cave of Back Mountain,
795,To Sand Village,
796,Flowers Mountain,
797,花,
798,山,
799,Piedmont,
800,Square,
801,Maple Slope,
802,Back Mountain,
803,Tide Cave,
804,Bright Spring,
805,Package Renting,
806,Vast Mountain,
807,苍,
808,山,
809,Zhao's Palace,
810,Black Bear Cave,
811,Tusk Ogre Lair,
812,Wood Demon Cave,
813,Ghost Din Woods,
814,To Stone City,
815,To Blood Mountain,
816,Blood Mountain,
817,神,
818,山,
819,Blood Village,
820,Blood Hunting Ground,
821,Blood Cella,
822,Blood Palace,
823,To Stone City,
824,To Dai's Field,
825,Sell T-Points,
826,Restore UI,
827,What Quests should I do?,
828,Where should I go to level up?,
829,What Scenarios fit me?,
830,Back,
831,Close,
832,-,
833,+,
834,You have new mail,
835,Level up Tips,
836,Map Visibility,
837,-,
838,+,
839,"Dear player, please close this option when you meet display error.",
840,Success Rate: ,
841,Item Split,
842,Amount: ,
843,Ok,
844,Cancel,
845,Using 3D HUD,
846,Equipment,
847,Level,
848,Soul,
849,Guild,
850,Next,
851,Player,
852,Ranking List,
853,Overall,
854,Ranking List,
855,Pet Attribute,
856,Points Left,
857,Strength,Pet Info
858,Dexterity,Pet Info
859,Intelligence,Pet Info
860,Vitality,Pet Info
861,Apprenticeship System,
862,My Master,
863,My Apprentice,
864,Master,
865,Master Points,
866,Apprentice Amount,
867,Show Offline,
868,Recruit,
869,Approve,
870,Expulse,
871,Apprentice Amount,
872,Achieve Level,
873,Apply,
874,Report,
875,Quit,
876,Master List,
877,Book In,
878,Cancel,
879,Apprenticeship Info,
880,Rank,Ranking List
881,Name,Ranking List
882,Search,Ranking List
883,To Vast Mountain,
884,To Blood Mountain,
885,Update,Apprentice
886,White Bear Village,
887,Current Master Points,
888,Consume Master Points,
889,Gain Reputation Points,
890,Exchange Master Points,
891,Stone City,
892,Mercy Temple,
893,Sky Village,
894,Laurel Mountain,
895,Tiger Mountain,
896,Whorl Mountain,
897,Snow Mountain,
898,Sand Village,
899,Cloud Mountain,
900,Green Scarp,
901,Golden Peak Mountain,
902,Blue Mountain,
903,Darkness Valley,
904,Flowers Mountain,
905,Vast Mountain,
906,Blood Mountain,
907,Apprentice Info,
908,Team Up Info,
909,Guild Info,
910,Trade Info,
911,Duel Info,
912,Set Info to !,
913,Time Left: ,
914,Input Answer: ,
915,Confirm Answer: ,
916,Ok,
917,Cancel,
918,Ok,
919,Clear,
920,Clear Flag,
921,Question,
922,Soul Infusion,
923,Spouse: ,
924,Make,
925,none,
926,My Stall,
927,Cancel,stall
928,Set Sign,stall
929,Please set the total price.,stall
930,Peace,
931,Capture,
932,Team,
933,Guild,
934,Free,
935,Target Name: ,
936,Foe List,
937,Reward ,
938,Reward Type,
939,Game Money,
940,T-Points,
941,Amount,
942,Publish your name in quarry.,
943,Ok,Quarry
944,Cancel,Quarry
945,Quarry,
946,Yes,
947,No,
948,Scenario Happiness Hall,
949,Scenario Snake Cave,
950,Scenario Rattan Cave,
951,Scenario Fantasy Palace,
952,Scenario Bewitcher Cave,
953,Scenario Lotus Cave,
954,Scenario Tide Cave,
955,Money,
956,Experience,
957,Timber,
958,Ok,
959,Close,
960,Current Resource,
961,Donation,
962,Guild Points,
963,Trade History,
964,Clear,
965,Close,
966,History,
967,Total,
968,Chat,
969,Chat Room,stall
970,Foe List,
971,Foe,
972,Add,Foe
973,Delete,Foe
974,To Vast Mountain,
975,Yue Mansion,
976,Brier Woods,
977,Ling Mansion,
978,Star Town,
979,Chen's Manor,
980,Dai's Field,
981,White Mansion,
982,Mazy Woods,
983,Market of Clear Water Dam,
984,Loo's Village,
985,Old Field of Loo's Village,
986,Jail of Screw Bay,
987,Ichthyoid Cave,
988,Find Myself,
989,Normal /s,
990,Team /t,
991,Trade /d,
992,Guild /g,
993,Custom 1,
994,Custom 2,
995,Move,
996,To Dai's Field,
997,Hint ,Purchase
998,Ok,
999,Cancel,
1000,Junior PK Arena,
1001,Arena Admin,
1002,Senior PK Arena,
1003,Call On Tool,
1004,Search,
1005,Publish,
1006,Intention: ,call on
1007,Option: ,call on
1008,Searched out ,
1009, players,
1010,Search,
1011,Send Message,
1012,Team Invitation,
1013,I need a team to: ,
1014,or a team to:,
1015,Submit,
1016,Cancel All,
1017,Close,
1018,Master,
1019,Apprentice,
1020,Rumor,
1021,Intimity,Pet Info
1022,20 / 100,
1023,Add 50% Damage,
1024,Add 75% Damage,
1025,Add 100% Damage,
1026,Look for Team,
1027,Current: ,
1028,Next Level:,
1029,Select Channel,
1030,Scenario Laurel Wonderland,
1031,Ok,
1032,Cancel,
1033,Evaluation,
1034,Put equipment into the blank.,
1035,Not to list in Ranking List.,
1036,Not to show player's name.,
1037,Talisman,
1038,Def.Gear,
1039,Tamer's Pet,
1040,War Information,
1041,Graphics,
1042,Gender,
1043,Help,
1044,Guild,
1045,Guild Info,
1046,Add,
1047,Remove,
1048,Manage,
1049,Title,
1050,Branch,
1051,Leader Chg.,
1052,Disband,
1053,Branch,
1054,Set Branch Name,
1055,Set,
1056,Branch,
1057,Map,
1058,Only closed to my level,
1059,System Info,
1060,Guild Name: ,
1061,Guild Level: ,
1062,Show offline member,
1063,Group Competition,
1064,Rank,
1065,Group Status,
1066,Group Name,
1067,PVP Rank,
1068,PVP Level,
1069,PVE Rank,
1070,PVE Level,
1071,Invite,
1072,Expel,
1073,Attend Set,
1074,Competition,
1075,Vice Captain,
1076,Quit,
1077,Setup Group,
1078,Training ,
1079,PVP Rank,
1080,PVE Rank,
1081,Soul Class,
1082,Soul Level,
1083,Soul Exp.,
1084,Soul Power,
1085,Secret Exp.,
1086,Secret Eng.,
1087,Obtain,
1088,5000 / 100000,
1089,2000 / 100000,
1090,3000 / 100000,
1091,4000 / 100000,
1092,Soul Skill,
1093,Forecast,
1094,Turn On,
1095,Offline Secret,
1096,Guild Warehouse,
1097,History,
1098,Secret,
1099,Dai's Field,
1100,Mode Select,
1101,Ok,
1102,Quit,
1103,Group Competition,
1104,Guild,
1105,Right-click on map to walk to destination. ,
1106,Rename Left:,
1107,Rename,
1108,Additional Rate: ,
1109,Competition,
